rank,factor,total_refs,as_cause,as_effect,transcripts
2131,bulk storage,1,1,0,1
2132,burden on existing disposal sites,1,0,1,1
2133,burden on service seekers,1,0,1,1
2134,burden on town water supply,1,0,1,1
2135,burden on town water supply source,1,0,1,1
2136,burden on water infrastructure,1,0,1,1
2137,burden on women,1,0,1,1
2138,bureaucracy in municipality,1,1,0,1
2139,bureaucratic procurement procedures,1,1,0,1
2140,business sanitation facilities,1,0,1,1
2141,capacity building and demonstrations,1,1,0,1
2142,capacity building budget,1,1,0,1
2143,capacity building continuity,1,0,1,1
2144,capacity building financing,1,0,1,1
2145,capacity building for health extension workers and woreda experts,1,1,0,1
2146,capacity building for managers,1,1,0,1
2147,capacity building for woreda experts,1,1,0,1
2148,capacity building funding,1,1,0,1
2149,capacity building implementation,1,0,1,1
2150,capacity building interventions,1,0,1,1
2151,capacity building investment,1,0,1,1
2152,capacity building of technical staff,1,1,0,1
2153,capacity building outcomes,1,0,1,1
2154,capacity building program,1,1,0,1
2155,capacity building programs,1,1,0,1
2156,capacity building support to zones and woredas,1,1,0,1
2157,capacity building training,1,1,0,1
2158,capacity building training for WASHCos and water office staff,1,1,0,1
2159,capacity building trainings,1,1,0,1
2160,capacity development of community persons and ministry staff,1,1,0,1
2161,capacity gap assessment,1,1,0,1
2162,capacity of service providers,1,1,0,1
2163,capacity of water technicians,1,1,0,1
2164,capacity to absorb population water demand,1,0,1,1
2165,capacity to repair minor issues,1,0,1,1
2166,capacity to run water projects sustainably,1,0,1,1
2167,capital,1,1,0,1
2168,capital allocation for sanitation,1,1,0,1
2169,capital budget allocation to zone,1,1,0,1
2170,capital budget constraint,1,1,0,1
2171,capital budget for water facility,1,1,0,1
2172,capital budget requirement for borehole development,1,0,1,1
2173,capital budget shortage,1,1,0,1
2174,capital budget transfer to water services,1,0,1,1
2175,capital equipment repair,1,0,1,1
2176,capital expenditure coverage,1,0,1,1
2177,capital for sanitation infrastructure,1,0,1,1
2178,capital investment,1,1,0,1
2179,capital investment in non-functional water resources,1,0,1,1
2180,capital replacement costs,1,1,0,1
2181,capital waste,1,0,1,1
2182,care for water/sanitation facilities,1,0,1,1
2183,caretaker capacity for minor maintenance,1,1,0,1
2184,caretaker skills,1,1,0,1
2185,caretaker training on water scheme management,1,1,0,1
2186,cash flow shortage,1,1,0,1
2187,catchment area protection,1,1,0,1
2188,catchment area water quality,1,0,1,1
2189,catchment conservation,1,1,0,1
2190,catchment conservation and protection,1,1,0,1
2191,catchment degradation,1,1,0,1
2192,catchment management,1,1,0,1
2193,catchment management programs,1,0,1,1
2194,catchment management training,1,1,0,1
2195,catchment restoration,1,0,1,1
2196,catchment siltation,1,0,1,1
2197,cattle at water source,1,1,0,1
2198,central committee/board,1,1,0,1
2199,central control point,1,1,0,1
2200,central government policy constraints,1,1,0,1
2201,central-level coordination,1,1,0,1
2202,centralization of activities,1,1,0,1
2203,centralization of maintenance tools at regional level,1,1,0,1
2204,centralized cash handling,1,1,0,1
2205,centralized communal dumping site,1,1,0,1
2206,centralized fund pooling,1,1,0,1
2207,centralized management,1,1,0,1
2208,centralized resource management,1,1,0,1
2209,challenge discussion in meetings,1,1,0,1
2210,challenge identification,1,0,1,1
2211,challenge identification by water actors,1,0,1,1
2212,changing waste composition,1,1,0,1
2213,check-and-balance system,1,0,1,1
2214,chemical waste disposed in rivers,1,0,1,1
2215,child and animal safety at dump site,1,0,1,1
2216,child and maternal health,1,0,1,1
2217,child health,1,0,1,1
2218,child hygiene and sanitation practices,1,0,1,1
2219,childcare and family wellbeing,1,0,1,1
2220,children's WASH education,1,0,1,1
2221,children's health cases,1,0,1,1
2222,cholera prevention,1,0,1,1
2223,cholera/diarrheal disease,1,0,1,1
2224,chrome chemical discharge from hide and skin factory,1,1,0,1
2225,church financial burden for latrine emptying,1,0,1,1
2226,church latrine maintenance,1,0,1,1
2227,church sanitation education,1,1,0,1
2228,city administration action,1,1,0,1
2229,city administration awareness of sanitation,1,1,0,1
2230,city administration budget allocation,1,1,0,1
2231,city administration compensation,1,1,0,1
2232,city administration coordination,1,1,0,1
2233,city administration environmental study before construction,1,1,0,1
2234,city administration involvement,1,1,0,1
2235,city administration manpower assignment,1,1,0,1
2236,city administration stakeholder engagement,1,1,0,1
2237,city administrator participation in meetings,1,1,0,1
2238,city dweller growth,1,1,0,1
2239,city green area coordination,1,0,1,1
2240,city greening and waste management,1,0,1,1
2241,city growth and industrialization,1,1,0,1
2242,city infrastructure planning,1,1,0,1
2243,city planning standards,1,1,0,1
2244,city sanitation plan,1,1,0,1
2245,city sanitation planning and implementation,1,0,1,1
2246,city sanitation quality,1,0,1,1
2247,city sanitation tasks,1,0,1,1
2248,city water consumption,1,0,1,1
2249,civil engineers and researchers involvement,1,1,0,1
2250,clarity of institutional roles,1,1,0,1
2251,clarity on mandate for sanitation work,1,1,0,1
2252,clay soil conditions,1,1,0,1
2253,clean and safe living environment,1,0,1,1
2254,clean drinking water access,1,0,1,1
2255,clean water,1,0,1,1
2256,clean water maintenance,1,0,1,1
2257,clean water provision,1,0,1,1
2258,clean water system maintenance,1,1,0,1
2259,clear financial procedures for tap water revenue,1,1,0,1
2260,clear handover criteria,1,1,0,1
2261,clear job descriptions for committee members,1,1,0,1
2262,clear mandate assignment to sanitation actors,1,1,0,1
2263,clear mission to technical team,1,1,0,1
2264,clear role assignment,1,1,0,1
2265,clear task assignment,1,1,0,1
2266,climate and environment consideration in budget allocation,1,1,0,1
2267,climate change / drought,1,1,0,1
2268,climate change and drought,1,1,0,1
2269,climate change impact mitigation,1,0,1,1
2270,climate change impacts,1,0,1,1
2271,climate variability,1,1,0,1
2272,climate-appropriate equipment selection,1,1,0,1
2273,close follow-up on short-term WASH projects,1,1,0,1
2274,clustering of rural water service providers,1,1,0,1
2275,clustering of schemes,1,1,0,1
2276,cold climate,1,1,0,1
2277,collaboration among organizations,1,1,0,1
2278,collaboration with community leaders at kebele level,1,1,0,1
2279,collaborative action from private stakeholders and NGOs,1,1,0,1
2280,collaborative problem-solving,1,0,1,1
2281,collaborative project implementation,1,0,1,1
2282,collaborative resource sharing,1,1,0,1
2283,collaborative waste management with factories,1,1,0,1
2284,collective action on water sustainability,1,0,1,1
2285,collective knowledge and resources for problem-solving,1,0,1,1
2286,collective knowledge and resources for waste management,1,0,1,1
2287,collective planning among sector offices,1,1,0,1
2288,combined NGO resources,1,1,0,1
2289,combined capacity building and infrastructure investment,1,1,0,1
2290,combined resource utilization,1,0,1,1
2291,commercial water losses,1,0,1,1
2292,commitment among concerned bodies,1,1,0,1
2293,commitment from administrators and WASH stream committee,1,1,0,1
2294,commitment from frontline experts and decision makers,1,1,0,1
2295,commitment from water office,1,1,0,1
2296,commitment to managing water schemes,1,1,0,1
2297,commitment to regular meetings and monitoring,1,1,0,1
2298,commitment to sanitation goals,1,0,1,1
2299,commitment to scale community water initiatives,1,1,0,1
2300,committed leadership,1,1,0,1
2301,committee ability to fund repairs,1,0,1,1
2302,committee activity,1,1,0,1
2303,committee advisory and guidance,1,0,1,1
2304,committee and project efficiency,1,0,1,1
2305,committee and staff training,1,1,0,1
2306,committee bank accounts,1,1,0,1
2307,committee budgeting and business planning capacity,1,1,0,1
2308,committee clustering,1,0,1,1
2309,committee clustering (PMCs),1,1,0,1
2310,committee compliance with training,1,1,0,1
2311,committee continuity,1,1,0,1
2312,committee corruption,1,0,1,1
2313,committee earnings from community,1,0,1,1
2314,committee establishment,1,1,0,1
2315,committee financial governance,1,0,1,1
2316,committee financial interests (self-dealing),1,1,0,1
2317,committee financial reporting,1,1,0,1
2318,committee financial transparency,1,0,1,1
2319,committee functionality,1,0,1,1
2320,committee fund accountability,1,0,1,1
2321,committee fund banking practices,1,1,0,1
2322,committee fund depletion,1,1,0,1
2323,committee fund embezzlement,1,1,0,1
2324,committee governance structure,1,0,1,1
2325,committee harmony,1,0,1,1
2326,committee instability,1,1,0,1
2327,committee knowledge of O&M,1,1,0,1
2328,committee legitimacy,1,0,1,1
2329,committee management of latrines,1,1,0,1
2330,committee management training,1,1,0,1
2331,committee member selection criteria,1,1,0,1
2332,committee member transition procedures,1,1,0,1
2333,committee member turnover,1,1,0,1
2334,committee oversight and phase reporting,1,1,0,1
2335,committee politicking,1,0,1,1
2336,committee removal,1,1,0,1
2337,committee role separation,1,1,0,1
2338,committee savings,1,0,1,1
2339,committee skill acquisition,1,0,1,1
2340,committee support and monitoring,1,0,1,1
2341,committee term limits,1,1,0,1
2342,committee training and registration,1,1,0,1
2343,committee training gap,1,1,0,1
2344,committee training on operation and maintenance,1,1,0,1
2345,committee training on procurement and record keeping,1,1,0,1
2346,committee transparency,1,1,0,1
2347,committee transparency and accountability,1,0,1,1
2348,committee utility management,1,1,0,1
2349,common meeting sessions,1,1,0,1
2350,common plans and regular meeting schedule,1,1,0,1
2351,common plans and strategies,1,1,0,1
2352,common water fund management,1,1,0,1
2353,common water sustainability plans,1,0,1,1
2354,communal latrine cleanliness,1,0,1,1
2355,communal latrine construction viability,1,0,1,1
2356,communal latrine functionality,1,0,1,1
2357,communal latrine maintenance,1,1,0,1
2358,communal latrine quantity,1,1,0,1
2359,communal latrines in public and slum areas,1,1,0,1
2360,communal waste disposal place,1,1,0,1
2361,communicable and non-communicable disease prevalence,1,0,1,1
2362,communicable disease outbreak,1,0,1,1
2363,communication channels through formal and informal institutions,1,1,0,1
2364,communication network,1,0,1,1
2365,community ability to pay,1,1,0,1
2366,community ability to run facilities,1,0,1,1
2367,community ability to run water schemes sustainably,1,0,1,1
2368,community acceptance of Whave,1,0,1,1
2369,community acceptance of waste disposal site,1,0,1,1
2370,community acceptance of waste disposal sites,1,0,1,1
2371,community acceptance of water resource persons,1,1,0,1
2372,community access to project benefits,1,0,1,1
2373,community access to spare parts,1,0,1,1
2374,community access to supply towns,1,1,0,1
2375,community access to water containers,1,0,1,1
2376,community access to water points,1,0,1,1
2377,community accountability demand,1,0,1,1
2378,community action planning,1,1,0,1
2379,community active engagement,1,1,0,1
2380,community adaptation to weather shocks,1,0,1,1
2381,community adherence to maintenance guidelines,1,0,1,1
2382,community adherence to maintenance schedules,1,0,1,1
2383,community adoption of practices,1,0,1,1
2384,community adoption of water practices,1,0,1,1
2385,community affordability of diesel,1,1,0,1
2386,community affordability of running and maintenance cost,1,1,0,1
2387,community alignment,1,0,1,1
2388,community and government supervision of water services,1,1,0,1
2389,community and investor financial contributions,1,1,0,1
2390,community and kebele leader support,1,1,0,1
2391,community and leadership attitude toward sanitation,1,1,0,1
2392,community and school WASH service,1,0,1,1
2393,community and stakeholder participation,1,1,0,1
2394,community and stakeholder support for water service,1,0,1,1
2395,community associations' finance and savings,1,1,0,1
2396,community attitudes toward hygiene and sanitation,1,0,1,1
2397,community attitudes toward waste management,1,0,1,1
2398,community awareness activities,1,0,1,1
2399,community awareness and capacity building,1,1,0,1
2400,community awareness and sense of belongingness,1,1,0,1
2401,community awareness and sense of ownership,1,1,0,1
2402,community awareness building program,1,1,0,1
2403,community awareness campaign on waste management,1,1,0,1
2404,community awareness campaigns at woreda level,1,1,0,1
2405,community awareness change,1,0,1,1
2406,community awareness creation programs,1,1,0,1
2407,community awareness creation schemes,1,1,0,1
2408,community awareness enhancement campaign,1,1,0,1
2409,community awareness in sanitation management,1,0,1,1
2410,community awareness level,1,0,1,1
2411,community awareness of cleanliness benefits,1,1,0,1
2412,community awareness of consequences of lacking clean water,1,1,0,1
2413,community awareness of fluoride side effects,1,1,0,1
2414,community awareness of health benefits of latrines,1,1,0,1
2415,community awareness of microenterprise waste services,1,1,0,1
2416,community awareness of ownership responsibility,1,1,0,1
2417,community awareness of poor sanitation effects,1,0,1,1
2418,community awareness of project ownership,1,1,0,1
2419,community awareness of rights and obligations,1,1,0,1
2420,community awareness of sanitation,1,1,0,1
2421,community awareness of sanitation as income source,1,1,0,1
2422,community awareness of sanitation consequences,1,1,0,1
2423,community awareness of sustainability challenges,1,1,0,1
2424,community awareness of waste management,1,1,0,1
2425,community awareness of water treatment chemicals,1,1,0,1
2426,community awareness on clean water values and water-borne diseases,1,1,0,1
2427,community awareness on component replacement needs,1,1,0,1
2428,community awareness on efficient water use,1,1,0,1
2429,community awareness on environmental protection,1,1,0,1
2430,community awareness on importance of participation,1,1,0,1
2431,community awareness on operation and management of water schemes,1,1,0,1
2432,community awareness on proper use of water facilities,1,1,0,1
2433,community awareness on proper utilization,1,1,0,1
2434,community awareness on proper water scheme use,1,1,0,1
2435,community awareness on proper water service use,1,1,0,1
2436,community awareness on proper water use,1,0,1,1
2437,community awareness on sanitation and hygiene,1,1,0,1
2438,community awareness on sanitation norms,1,1,0,1
2439,community awareness on scheme use,1,1,0,1
2440,community awareness on solid waste management,1,1,0,1
2441,community awareness on water facility use,1,0,1,1
2442,community awareness on water management,1,1,0,1
2443,community awareness on water resource management,1,1,0,1
2444,community awareness on water scheme management,1,1,0,1
2445,community awareness on water scheme use and management,1,1,0,1
2446,community awareness on water scheme utilization,1,1,0,1
2447,community awareness on water schemes,1,0,1,1
2448,community bank account for water revenue,1,1,0,1
2449,community baraza and stakeholder engagement,1,1,0,1
2450,community based organizations,1,1,0,1
2451,community behavioral change,1,0,1,1
2452,community benefit from programs,1,1,0,1
2453,community brought to common platform,1,1,0,1
2454,community byelaws,1,1,0,1
2455,community capacity building for water storage,1,1,0,1
2456,community capacity for self-management,1,1,0,1
2457,community capacity for water management,1,0,1,1
2458,community capacity on O&M,1,0,1,1
2459,community capacity to manage facilities,1,0,1,1
2460,community capital,1,1,0,1
2461,community care about infrastructure,1,0,1,1
2462,community care and management of water facilities,1,1,0,1
2463,community carelessness,1,1,0,1
2464,community cash collection,1,1,0,1
2465,community cash collection for maintenance,1,0,1,1
2466,community cash management burden,1,0,1,1
2467,community catchment management capacity,1,0,1,1
2468,community change on sanitation,1,0,1,1
